FIPS,State,County,N_1982,N_1987,N_1992,N_1997,P_1982,P_1987,P_1992,P_1997
01001,Alabama,Autauga,1090855.891,1033823.989,940205.4355,745458.33,364083.0894,277662.2133,306433.6143,238438.624
01003,Alabama,Baldwin,1903642.166,1381802.07,1498798.213,1560451.597,585509.1926,424883.0594,457692.084,473631.2898
01005,Alabama,Barbour,1727392.314,1267499.264,1227268.494,1122350.513,558007.1341,419327.7449,394698.2484,356687.9995
01007,Alabama,Bibb,396617.859,478316.385,379246.555,421728.85,122941.8079,116001.282,92383.6365,105447.509
01009,Alabama,Blount,3938309.997,4845472.819,5628955.17,6014794.597,1253592.558,1535434.132,1772155.996,1847425.176
01011,Alabama,Bullock,1220186.728,1012144.74,972240.9015,931827.1275,380068.543,315506.0975,303175.8491,232851.54
01013,Alabama,Butler,1534017.317,1229320.46,1412161.62,1485470.073,486159.0046,388597.0625,440007.0695,463761.72
01015,Alabama,Calhoun,1393575.608,1377130.641,1687552.521,1612062.958,437378.3114,424627.9161,516673.5959,495037.4207
01017,Alabama,Chambers,1107550.1,824903.2125,766746.8525,892286.6025,350064.1869,254658.506,239029.821,214684.049
01019,Alabama,Cherokee,1015326.855,913136.68,1254964.053,1273048.265,326977.0092,296501.135,390595.19,389391.0065
01021,Alabama,Chilton,1127176.987,1072186.553,909637.4525,975167.995,357399.3514,349723.5857,285245.9345,305842.588
01023,Alabama,Choctaw,656905.628,622517.8125,572487.1095,527137.672,208055.5397,199209.8615,178217.9648,135461.6883
01025,Alabama,Clarke,684974.9385,469896.27,358580.6725,360214.405,216471.4759,150284.702,115803.381,114587.778
01027,Alabama,Clay,1515199.61,1472396.475,1590530.72,1616965.86,490605.2315,475129.158,532214.6745,509802.1085
01029,Alabama,Cleburne,1193049.368,1292217.24,1645610.323,1842946.143,385216.0765,409051.9405,513710.691,575570.4965
01031,Alabama,Coffee,3574278.163,3485162.914,3840245.815,4686188.118,1110519.121,1080396.02,1187937.576,1435921.527
01033,Alabama,Colbert,1181651.198,1097701.443,1322985.174,1356103.708,375010.2015,351958.124,419522.1916,418640.228
01035,Alabama,Conecuh,1059282.673,737335.937,728352.955,851140.2815,330701.1258,233403.9968,227065.038,209183.3709
01037,Alabama,Coosa,547624.2025,363995.015,310923.83,336099.2025,144117.0315,115729.544,99443.724,107465.814
01039,Alabama,Covington,2300954.584,2316131.406,2427231.25,2857565.182,735735.5865,725402.3391,751276.5485,884895.8176
01041,Alabama,Crenshaw,2942082.325,2286205.925,2364903.56,2381081.547,931521.9815,713805.7403,733275.715,739899.1148
01043,Alabama,Cullman,8482903.601,11507749.5,11095767.51,12464440.2,2653863.17,3616475.89,3458069.451,3874628.292
01045,Alabama,Dale,1311956.279,1121090.583,1524958.053,1478846.31,423055.4718,360354.1095,472287.8347,459006.043
01047,Alabama,Dallas,2019663.278,1583893.167,1567321.312,1391458.854,625689.1227,497084.3342,490377.7342,443070.0261
01049,Alabama,DeKalb,6237930.283,7195606.776,8199825.563,9000482.505,2016075.091,2289520.182,2601576.398,2850415.833
01051,Alabama,Elmore,1305982.182,1161249.55,968307.3075,969766.9675,387542.2017,352993.925,291943.457,288134.7
01053,Alabama,Escambia,859436.4955,975580.578,576514.975,660072.0725,259197.8072,296325.6732,179965.812,163663.2255
01055,Alabama,Etowah,2240935.584,1952899.226,2221599.524,2563106.495,681029.6456,591856.1953,672219.4586,774484.57
01057,Alabama,Fayette,503422.8225,477616.4625,472874.075,571837.415,147818.5245,139904.0045,137772.351,160191.3575
01059,Alabama,Franklin,1954183.204,2125883.455,2910194.208,3603616.043,596527.1641,645646.8165,888689.0085,1108604.842
01061,Alabama,Geneva,2423585.171,2508722.124,3572342.098,3750589.959,760247.9167,785779.6116,1102707.497,1156095.782
01063,Alabama,Greene,1115687.51,1051271.645,775833.376,704847.8475,339725.0536,328351.725,238512.6466,223530.714
01065,Alabama,Hale,1565997.986,1479134.161,1469521.883,1169362.845,443600.0744,433015.1421,439382.1935,364434.758
01067,Alabama,Henry,1341108.5,960746.4895,874611.19,768305.58,443050.177,322281.9308,290545.004,248240.169
01069,Alabama,Houston,1969559.591,1426190.627,1493226.35,1634380.84,632902.8762,459887.5733,477584.2008,515492.713
01071,Alabama,Jackson,2018601.42,2288088.969,2671189.373,3020893.941,655053.2834,729637.3524,837281.803,949056.573
01073,Alabama,Jefferson,672194.9475,532812.78,415155.1875,366875.45,192671.132,154542.865,99650.862,111152.909
01075,Alabama,Lamar,495943.443,379355.815,431304.1,479502.56,145705.9897,112456.792,130787.767,142421.68
01077,Alabama,Lauderdale,1851339.711,1840282.015,2120487.157,2148757.176,588050.4537,587692.3975,659714.2514,670565.0747
01079,Alabama,Lawrence,2866731.599,2755743.087,2708168.55,3281409.922,950586.3126,901452.0561,839239.4635,1021443.363
01081,Alabama,Lee,808606.2185,727526.6175,580484.0165,581034.3375,203702.2664,180450.4735,140272.3541,140329.26
01083,Alabama,Limestone,1364676.635,1306633.302,1455221.99,1760687.698,400409.7349,397698.6112,452061.0645,552783.2045
01085,Alabama,Lowndes,2147017.745,2259896.373,2270256.543,2084467.408,670813.567,695222.009,712799.9355,652809.274
01087,Alabama,Macon,903186.71,678854.6455,656049.62,691007.88,279546.4162,208525.3055,199152.73,165776.9035
01089,Alabama,Madison,2057168.656,1328013.248,1837341.797,1293566.458,651793.7624,409424.183,603901.9987,404896.548
01091,Alabama,Marengo,1751040.498,1869535.664,1786558.573,1684181.243,533809.4886,579814.2351,543601.455,510055.633
01093,Alabama,Marion,1088932.807,1066490.481,1197903.223,1584483.753,343379.6756,328745.1529,371138.46,418348.8275
01095,Alabama,Marshall,4561005.714,5271657.21,5714532.781,6659332.94,1443347.133,1659170.016,1798362.16,2100922.693
01097,Alabama,Mobile,1244567.684,977732.07,988708.6885,1142624.819,374725.308,298362.927,299056.0997,333599.2953
01099,Alabama,Monroe,1085099.172,922213.963,770186.932,866756.405,349706.1316,296873.9248,246059.3552,271736.01
01101,Alabama,Montgomery,2912475.545,2323210.127,2305407.164,2281902.527,891774.451,721260.4889,717106.1574,712208.3578
01103,Alabama,Morgan,2801156.095,3194748.323,3349026.95,3774410.055,862475.9633,972824.489,991771.188,1134318.886
01105,Alabama,Perry,1211351.791,986597.2605,1031645.423,878174.135,348117.5014,301168.4303,313319.47,268189.745
01107,Alabama,Pickens,1844447.131,2295782.055,2194467.57,2655676.963,550589.993,703469.5915,675960.575,840913.9925
01109,Alabama,Pike,2267597.407,2056273.596,2139508.252,2563695.57,722063.3519,654595.1342,674336.3746,805153.6625
01111,Alabama,Randolph,1939343.293,1905886.598,2129943.91,2660095.554,638293.2572,611491.9255,691694.4955,854186.9791
01113,Alabama,Russell,679155.215,514327.3375,375288.6025,442490.59,213793.885,159586.291,92130.455,105629.1495
01115,Alabama,Saint Clair,1486116.807,1403143.744,2207409.669,2219018.598,443849.659,418422.1704,700173.7024,710514.433
01117,Alabama,Shelby,942027.445,834908.455,714036.46,654249.8405,263886.517,231711.571,197325.5325,195898.0062
01119,Alabama,Sumter,1508019.537,1410038.044,1110170.668,1164622.868,470452.0351,441623.9044,346156.021,364477.181
01121,Alabama,Talladega,1478431.527,1362826.781,1359880.928,1454687.539,445232.8117,409799.2111,413179.972,439542.7309
01123,Alabama,Tallapoosa,900638.507,602159.7025,590272.33,644775.2165,298466.3505,193206.482,179932.6175,206509.6713
01125,Alabama,Tuscaloosa,911287.7365,947519.259,1063169.887,1106479.6,273060.9318,278203.3741,310231.3301,334469.0938
01127,Alabama,Walker,1303218.852,1008368.923,1092594.419,1917415.135,410428.8908,319251.929,333697.0379,583853.6965
01129,Alabama,Washington,864322.7645,825926.5125,742547.6755,897089.091,277805.5386,272339.0565,243960.3842,291291.1179
01131,Alabama,Wilcox,1375974.46,1051400.453,863274.7385,829544.4665,426400.2205,326069.6815,270466.7436,260053.3766
01133,Alabama,Winston,2915359.238,2772092.294,2838734.753,2337416.585,881711.892,851841.2507,880867.315,728581.858
04001,Arizona,Apache,3893606.596,4382439.917,3959374.185,1762063.958,1076753.705,1148432.036,1044116.549,527193.44
04003,Arizona,Cochise,3457433.551,3941756.992,3306781.001,3403683.413,1116751.216,1244086.328,1046705.743,1071589.679
04005,Arizona,Coconino,2976697.579,3750475.483,2947816.588,2755466.88,850375.1574,1064246.382,891663.711,666733.4605
04007,Arizona,Gila,1319889.027,1499586.528,1307838.235,973367.3925,418891.2236,475672.589,417170.036,304721.7995
04009,Arizona,Graham,2161283.705,2075435.045,1870730.305,1224325.18,698136.5928,534231.6645,602331.1736,394080.3765
04011,Arizona,Greenlee,747878.5375,704786.0725,569480.9275,578034.8775,182064.2455,170687.453,135882.9,139165.544
04012,Arizona,La Paz,0,125207.32,69795.27,74812.215,0,28560.426,22547.065,23551.72
04013,Arizona,Maricopa,14118562.95,11523158.01,9098222.908,10830780.8,3318219.682,2562686.141,1750799.22,1966609.54
04015,Arizona,Mohave,1838326.49,1691464.52,1895748.613,1342364.328,439317.1575,534351.381,457013.473,424109.79
04017,Arizona,Navajo,3872603.597,4601470.523,3282390.092,1704940.578,1178975.524,1418885.186,1020552.067,505904.357
04019,Arizona,Pima,2993518.325,2830796.63,2994555.685,2284144.733,715843.8397,663088.5355,702682.3955,541089.3945
04021,Arizona,Pinal,9350976.698,10590202.1,8315911.783,7277767.953,2924042.925,3286925.366,2472517.141,1957278.052
04023,Arizona,Santa Cruz,925998.0565,1261752.545,791235.0705,761996.0825,298384.5951,408964.8133,256671.5242,242440.3
04025,Arizona,Yavapai,3377067.919,3552887.303,3040304.553,3814965.448,1059126.667,1104455.83,951039.272,906091.0272
04027,Arizona,Yuma,5424196.543,355859.9755,244660.38,488000.34,1685763.202,72265.6012,44169.8916,100532.171
05001,Arkansas,Arkansas,217462.6625,208770.4225,134987.605,154967.17,68415.1415,53309.9025,43682.572,49205.98
05003,Arkansas,Ashley,222284.805,230975.7875,270045.067,269098.1625,68047.3954,71459.288,65316.6765,64563.5625
05005,Arkansas,Baxter,1145640.061,1171406.602,1171933.744,1170912.142,356196.8865,364900.4232,375050.9356,368201.5428
05007,Arkansas,Benton,10560232.96,12875243.32,12293915.52,14375540.34,3301028.912,4141024.877,3883120.181,4568361.724
05009,Arkansas,Boone,2697457.995,3063853.756,3874640.664,4543257.234,815999.8898,952982.3903,1212344.595,1424826.146
05011,Arkansas,Bradley,724296.961,491564.667,599040.43,586332.6075,223734.3574,154860.9543,189977.6285,188776.7035
05013,Arkansas,Calhoun,209606.9525,172796.4175,175985.8725,219691.93,53819.37,53496.1325,42510.65,53737.2575
05015,Arkansas,Carroll,4485699.806,5751627.095,7004988.142,7328224.909,1357049.698,1788916.203,2238425.562,2324027.544
05017,Arkansas,Chicot,464429.204,237568.46,291987.93,368367.59,111957.4716,72407.793,93114.11,91013.9535
05019,Arkansas,Clark,928430.217,811916.43,849572.855,1141540.293,290364.7153,254238.257,269864.466,364699.9585
05021,Arkansas,Clay,478577.055,286983.8615,301251.6535,405586.1175,152691.096,89811.5091,93305.9704,97774.7205
05023,Arkansas,Cleburne,2384634.885,2650421.536,2595202.377,3094336.395,720991.7273,801528.3572,776163.8191,935590.663
05025,Arkansas,Cleveland,767772.115,1506998.228,1103214.543,1819209.273,240952.1065,465083.917,338974.255,537539.3745
05027,Arkansas,Columbia,1525251.296,1302702.638,1682768.55,1979638.29,477468.8599,407673.8477,479481.101,560252.514
05029,Arkansas,Conway,2767389.77,3096898.256,3324556.953,4156469.733,808122.1833,909482.0722,1018037.061,1303353.615
05031,Arkansas,Craighead,395821.4925,326222.8615,378550.584,315707.405,122530.2551,99465.0424,115595.4256,78020.886
05033,Arkansas,Crawford,2391458.865,2256845.762,2303669.056,2681539.442,731602.0417,691787.1417,713058.9515,831469.8721
05035,Arkansas,Crittenden,67154.605,76525.2825,98987.53,64125.235,18113.46,18672.8605,32247.835,21511.105
05037,Arkansas,Cross,372699.92,188132.6275,199975.9525,240462.3525,117757.6955,57759.431,48243.8355,70655.45
05039,Arkansas,Dallas,187512.925,187183.0325,152214.36,172936.475,58937.247,44966.7235,48325.994,41789.0925
05041,Arkansas,Desha,228641.73,252426.705,141770.2825,117083.1175,72425.951,75811.657,31769.486,35888.785
05043,Arkansas,Drew,635031.1505,404838.285,454077.6325,643315.39,201528.4198,127316.449,140858.18,203166.6945
05045,Arkansas,Faulkner,2381975.186,2086989.9,2207046.232,2171340.138,677308.7958,610580.6753,637296.3907,642320.117
05047,Arkansas,Franklin,2853775.666,3163402.946,3569030.145,4659758.794,861351.6614,992059.0223,1126666.698,1522184.734
05049,Arkansas,Fulton,1771253.261,1682051.705,1800014.506,1898219.434,522520.2418,493536.0004,523299.2778,565764.1966
05051,Arkansas,Garland,649370.8905,653940.537,731909.9225,604044.605,212693.1646,217449.3518,240430.113,194461.5985
05053,Arkansas,Grant,496028.1325,473364.895,590907.5925,454955.875,148124.9088,137543.143,146420.237,107491.845
05055,Arkansas,Greene,472610.507,373037.17,330615.23,432406.785,145719.9498,111400.3665,97956.4255,132335.104
05057,Arkansas,Hempstead,6037744.397,6401362.721,6580823.155,7090823.933,2044238.89,2174847.656,2178379.183,2278342.285
05059,Arkansas,Hot Spring,940157.7315,848703.9755,904554.76,1041709.736,298334.2151,268267.4312,290729.8065,337815.3834
05061,Arkansas,Howard,3962178.108,4325213.148,5118825.928,5852210.333,1225260.189,1339122.886,1660409.575,1931572.144
05063,Arkansas,Independence,2797900.189,2752069.545,2894386.754,3478615.415,900476.5676,891201.7325,918708.9431,1093201.347
05065,Arkansas,Izard,1639383.682,1937676.777,1999927.685,2031521.938,510321.263,599148.7728,615839.735,620282.6935
05067,Arkansas,Jackson,360085.86,202187.405,193412.965,202994.27,114172.2825,50526.9825,61823.855,62914.135
05069,Arkansas,Jefferson,377308.52,347557.895,310078.685,495004.2,114758.358,107402.1975,95724.675,147685.0375
05071,Arkansas,Johnson,1842421.501,2475819.21,3001246.312,3687640.87,576499.7194,777811.2485,944511.5326,1179261.785
05073,Arkansas,Lafayette,1641791.273,1858062.945,2542293.146,2910968.415,492184.1705,554092.154,775198.365,821102.4855
05075,Arkansas,Lawrence,809501.495,752240.451,753109.1525,1144622.253,255250.5605,238723.2539,237323.24,358585.9175
05077,Arkansas,Lee,194630.565,140373.6275,105474.4075,112637.265,63290.7989,46672.799,26079.4125,28652.1925
05079,Arkansas,Lincoln,833315.0825,1184150.603,1055858.025,1804213.13,221121.6555,356609.0525,315918.827,544198.766
05081,Arkansas,Little River,1406876.731,1313852.9,1506886.308,2355529.618,442738.4987,411288.1643,482272.419,656706.444
05083,Arkansas,Logan,3078814.297,3147709.305,4119578.806,4978344.23,883571.6905,923581.9325,1269208.308,1565448.171
05085,Arkansas,Lonoke,1325217.431,1236922.184,1110138.215,981023.718,392724.4755,381503.3004,322845.4372,288192.4963
05087,Arkansas,Madison,5727180.65,5605455.69,5629814.472,6289820.87,1777238.949,1738835.368,1772109.548,2030343.057
05089,Arkansas,Marion,1489281.226,1438549.779,1571613.237,1693324.366,444233.214,445749.5669,499774.6534,539643.1817
05091,Arkansas,Miller,2570036.47,2024973.997,1985634.165,2158413.585,787885.343,622577.2563,596138.321,659158.417
05093,Arkansas,Mississippi,131689.5425,74531.1675,87928.01,118351.71,41302.419,22345.28,21598.1645,28048.1795
05095,Arkansas,Monroe,95924.47,48118.6975,58547.1925,43603.7625,30975.1456,16066.13,21850.985,15121.695
05097,Arkansas,Montgomery,1622581.193,2082439.04,2293127.68,2379206.78,526485.7182,674015.596,758823.285,785926.1295
05099,Arkansas,Nevada,2500241.475,2083426.343,1638678.25,1982827.76,835757.1745,665575.336,522796.51,632440.6435
05101,Arkansas,Newton,948406.0105,883009.1995,958151.1395,1024101.212,296611.0052,282656.5756,311602.3726,335573.9427
05103,Arkansas,Ouachita,627328.8125,537804.7755,362916.0025,399481.0625,204336.466,146899.4911,112888.7625,106398.2805
05105,Arkansas,Perry,1099816.708,1810858.296,1641553.18,2026648.03,340526.6297,572467.7277,520885.463,577828.002
05107,Arkansas,Phillips,279251.8945,146401.41,113388.905,155312.45,87307.4748,44676.709,36524.245,50795.285
05109,Arkansas,Pike,1965373.6,2342929.05,2410798.067,2388880.795,620804.683,755002.45,806290.1648,810687.6815
05111,Arkansas,Poinsett,170624.02,135600.265,109262.305,85278.3725,52397.8485,33166.796,33961.1995,26747.81
05113,Arkansas,Polk,3822656.18,3770350.726,4058660.002,4683738.965,1218369.168,1178707.013,1288850.521,1510458.809
05115,Arkansas,Pope,3578020.151,4142292.467,4265081.434,4763775.593,1166104.483,1307298.215,1425134.631,1564137.692
05117,Arkansas,Prairie,360629.575,277464.0315,297888.9775,276952.01,99565.4985,72177.6564,83828.781,80194.155
05119,Arkansas,Pulaski,641546.2355,595251.94,610030.117,542203.0775,193490.8217,172973.824,184341.4313,166753.665
05121,Arkansas,Randolph,1432554.925,1304867.044,1547407.659,1777943.03,464857.8732,413787.4266,488107.8149,558351.4325
05123,Arkansas,Saint Francis,198176.9085,159667.9625,154107.055,149284.0675,63612.4594,39754.0335,48494.615,35987
05125,Arkansas,Saline,532212.321,496342.227,461639.891,510651.244,161314.8625,153686.7958,109590.5406,157708.4996
05127,Arkansas,Scott,2266726.847,2649093.481,2983678.753,3629243.542,700668.4517,829708.543,935972.333,1129706.361
05129,Arkansas,Searcy,1703169.192,1729676.356,1722964.025,1707056.716,509958.9798,525530.4144,513052.817,523840.9911
05131,Arkansas,Sebastian,1716622.886,1670276.859,1809845.04,2018522.445,496329.566,491517.8264,542685.1497,614327.0333
05133,Arkansas,Sevier,3662175.013,3874850.268,4970352.168,6082848.425,1127411.658,1198658.18,1624583.345,2001606.735
05135,Arkansas,Sharp,1442628.81,1273222.812,1981419.535,2048786.612,459720.381,409209.5018,627493.4223,655212.7708
05137,Arkansas,Stone,2580813.346,2382552.655,2265999.073,2646542.125,791917.9796,731590.6731,698733.7345,809723.609
05139,Arkansas,Union,1692211.034,1202794.75,1577089.62,1817006.72,527889.5788,377283.717,484046.7375,525904.4433
05141,Arkansas,Van Buren,1686165.347,1490479.735,1515566.684,1644562.715,468305.624,411679.195,416529.2871,475904.7078
05143,Arkansas,Washington,14375414.43,15053171.83,14032442.2,14735992.33,4525368.95,4870232.09,4556401.487,4791195.41
05145,Arkansas,White,3429031.155,3051137.772,2958341.924,3274937.519,1099294.594,981820.7521,913133.0859,1026300.055
05147,Arkansas,Woodruff,64927.1575,69748.775,25972.3675,63726.915,16128.959,17839.9165,8269.266,21220.285
05149,Arkansas,Yell,4077180.393,4680448.42,4546949.14,4820442.524,1265720.856,1464062.597,1479349.457,1569909.198
06001,California,Alameda,1877732.595,1691661.748,1294374.398,1425646.489,564754.2124,504803.5926,392330.763,418835.2619
06003,California,Alpine,53092.20625,105699.9175,58926.8575,74264.445,16929.9525,24965.455,19231.675,23444.42
06005,California,Amador,1364613.561,1943088.665,2033115.115,1370775.405,405526.6261,575282.2685,617989.795,406863.193
06007,California,Butte,1815109.11,1728822.034,1313335.17,1067920.655,537526.5533,518884.8519,389598.2193,316698.545
06009,California,Calaveras,1331013.053,1915670.143,1677633.719,1455075.515,405545.292,576710.925,527789.38,457809.3265
06011,California,Colusa,1240666.825,1208727.308,983976.319,823913.1645,297629.752,284977.3045,230816.4081,240442.8028
06013,California,Contra Costa,2542536.328,1813855.059,1610872.423,1446882.615,625143.0377,505108.4031,384357.7935,346740.5795
06015,California,Del Norte,436687.1,456173.2725,461883.8875,525213.58,103493.2935,93052.139,103366.986,104570.86
06017,California,El Dorado,742616.2275,649611.7555,648429.521,541170.18,211692.293,189162.9087,153125.2302,156116.975
06019,California,Fresno,14937947.05,19987482.3,20784894.36,20128138.27,3848861.672,5194536.588,5233678.231,5031646.719
06021,California,Glenn,3638951.056,3543666.137,3513218.603,3503261.824,859820.4853,863545.2574,841623.422,853423.1254
06023,California,Humboldt,3808577.757,3879486.327,4017610.268,3717108.89,948772.1309,939162.8274,972540.3699,895726.87
06025,California,Imperial,14178524.33,13192786.3,13495089.74,14061882.09,4177297.449,3962358.398,4064532.248,4236985.044
06027,California,Inyo,1003803.621,866553.4745,1008394.25,997972.265,327096.1112,282398.3508,237593.7425,237857.69
06029,California,Kern,9993230.543,11062367.65,9165269.17,11507608.07,2592882.335,2885875.606,2112306.768,2762582.326
06031,California,Kings,6822759.438,8046941.17,10691317.91,12651312.67,1271810.939,1463626.982,2079258.725,2369302.245
06033,California,Lake,424391.1625,352167.345,439210.085,402967.671,125144.3837,101658.3715,128243.895,124227.327
06035,California,Lassen,3082493.636,3033544.119,2357486.812,2629175.4,950473.8678,940236.2906,736271.9563,816296.6408
06037,California,Los Angeles,2684952.98,2046600.616,1473304.593,1097976.815,664386.9078,501606.2945,372482.6247,253877.8506
06039,California,Madera,6143020.353,6231666.177,5837076.424,6373967.473,1556865.76,1592115.819,1384274.427,1562898.726
06041,California,Marin,2434858.537,2595690.421,2369797.294,2572771.763,511221.0766,562693.7372,512618.3326,579442.5193
06043,California,Mariposa,1334920.961,1416263.061,1265857.915,985681.015,404103.303,427241.2709,314554.544,302898.736
06045,California,Mendocino,1965028.36,1763512.878,1695526.69,1945715.043,554262.7005,490024.558,488407.841,449942.94
06047,California,Merced,17477778.62,20021995.86,20394713.68,25149420.2,4152757.035,4545452.664,4403549.904,5289272.101
06049,California,Modoc,4839152.251,4068365.588,4367994.173,4509662.04,1521860.698,1253643.93,1346103.828,1398964.253
06051,California,Mono,379796.5275,514727.785,633252.69,458973.7225,116223.063,121898.597,171265.545,133510.701
06053,California,Monterey,6334082.027,4347701.634,5247686.338,4987638.73,1805309.507,1254529.516,1525211.775,1467382.732
06055,California,Napa,965985.581,806918.24,644431.724,546970.4575,273672.3799,222789.987,152092.2201,136983.793
06057,California,Nevada,511657.8875,369747.109,527960.994,399442.6475,149193.3084,109682.482,154680.2681,120341.6245
06059,California,Orange,873029.8125,320441.5175,271631.265,180409.28,233649.7195,96594.832,63426.3265,38062.565
06061,California,Placer,1894512.403,1896931.634,1726858.616,1336187.28,555914.0596,549915.7624,431540.6489,313303.8635
06063,California,Plumas,727164.3565,713408.6875,804430.8775,733601.4845,228046.66,226716.2575,253360.455,220246.4228
06065,California,Riverside,15713644.67,20057143.49,18311105.05,18352061.04,3839615.063,5154440.175,4405874.134,4405773.686
06067,California,Sacramento,5449984.995,5641776.451,5094935.992,4176264.266,1354789.536,1365125.63,1287654.685,1032271.096
06069,California,San Benito,3294929.715,2744775.689,2258204.098,2678134.343,982825.011,832153.1246,647010.5872,802710.2082
06071,California,San Bernardino,20709512.3,20750473.1,21422116.3,21903335.86,4291966.126,4250192.173,4133479.179,4448409.895
06073,California,San Diego,8187607.234,5911890.97,4486012.362,3979813.317,2611102.642,1841938.205,1409408.403,1283786.264
06075,California,San Francisco,0,0,0,0,0,0,0,0
06077,California,San Joaquin,14231508.56,13518748.78,12937605.9,14388360.41,3647597.458,3356825.298,2997254.69,3337782.176
06079,California,San Luis Obispo,6193465.327,5648261.688,4028701.868,4993556.264,1856309.074,1714842.481,1208675.528,1537948.844
06081,California,San Mateo,375537.09,330008.654,324216.898,234029.95,108786.78,74891.0241,91025.013,67137.122
06083,California,Santa Barbara,4555625.15,4371278.072,3438157.737,3618059.654,1291851.076,1209746.488,1000458.069,1053958.433
06085,California,Santa Clara,2546415.228,2296152.017,1539334.618,1316649.05,756089.8421,681314.1226,451458.5969,369476.5723
06087,California,Santa Cruz,329352.607,291439.716,214713.7345,299693.9285,80943.6223,68737.6794,59233.9448,74492.2454
06089,California,Shasta,2317848.524,1920455.549,2146039.289,1808155.27,699460.9763,576334.1537,646474.2886,550345.2987
06091,California,Sierra,656929.755,331005.275,325214.5025,337113.6325,198868.277,105025.798,102919.086,81835.4875
06093,California,Siskiyou,4145342.012,3780860.708,3698227.375,3805797.107,1210548.952,1109386.944,1131831.98,1165935.114
06095,California,Solano,2236749.761,1985961.451,1838728.172,1986783.934,574681.4765,486934.9689,454352.1335,489311.6441
06097,California,Sonoma,7028965.181,6292792.253,6690547.253,6638738.363,1731956.472,1494959.189,1574340.186,1569712.142
06099,California,Stanislaus,17700124.23,19367134.71,23908395.96,24837188.81,4146249.778,4546524.42,5559816.679,5526498.898
06101,California,Sutter,965044.7295,718586.2925,549692.805,770827.605,249382.8598,183409.4155,149275.8725,174413.9015
06103,California,Tehama,4929985.903,4456924.033,3884838.618,4217698.318,1398794.821,1245383.978,1107901.13,1223921.62
06105,California,Trinity,346531.064,264397.407,309894.3305,359031.6025,107500.9321,82549.6637,96645.4012,109741.412
06107,California,Tulare,18720336.56,20726889.25,30992989.35,35955407.23,3991601.478,4168535.48,6585882.173,7201507.844
06109,California,Tuolumne,711626.8575,668891.5425,934290.7485,1197033.272,206269.285,202051.535,304025.7449,334194.0443
06111,California,Ventura,1036465.233,3603714.92,2016166.983,1027564.569,238384.5069,1256755.254,679335.6685,250303.2265
06113,California,Yolo,1493771.705,1036775.51,1370258.579,1110729.578,344246.07,243166.99,323269.542,302607.325
06115,California,Yuba,1728713.914,1688529.429,1959223.445,1159752.569,432843.4511,449960.2086,490611.2377,318434.2246
08001,Colorado,Adams,2359175.595,1729568.297,1269132.363,1147578.617,579460.5529,463738.6791,363694.5685,321310.6796
08003,Colorado,Alamosa,895213.239,770402.021,607336.16,848002.68,262106.4146,227857.4454,176720.113,255487.506
08005,Colorado,Arapahoe,645664.5205,720221.49,863880.7015,602661.265,187740.6187,175093.7038,209631.4911,148552.0355
08007,Colorado,Archuleta,682805.7775,602067.8825,482713.8325,694296.0865,196742.3745,177862.1985,144182.252,210110.0231
08009,Colorado,Baca,3033285.877,3385109.172,2697711.288,3067478.15,916268.4996,965990.0703,815684.654,887134.18
08011,Colorado,Bent,2450828.479,2628655.427,2542895.383,2501333.476,730425.562,759649.3496,728452.925,739677.2252
08013,Colorado,Boulder,1630144.063,1382798.289,1971198.676,707728.477,442229.0155,380842.9019,575941.2675,200435.3523
08014,Colorado,Broomfield,,,,,,,,
08015,Colorado,Chaffee,494555.6775,608796.118,516418.7805,622876.4735,147167.5125,144675.3957,123723.5902,146141.7504
08017,Colorado,Cheyenne,1532319.38,1416259.18,1877288.45,1946755.728,480364.1125,430559.876,547041.684,477752.9025
08019,Colorado,Clear Creek,3341.575,4069.105,5540.16625,6274.72,656.635,882.31,1386.0025,1697.02
08021,Colorado,Conejos,2374709.405,2055555.422,2149082.555,2294137.407,686363.985,617743.4918,661122.199,700234.4183
08023,Colorado,Costilla,448620.793,428020.3125,508117.2925,599115.4075,135353.4332,121886.217,156832.515,186938.084
08025,Colorado,Crowley,2721801.125,3304443.785,3166886.711,2692514.798,838672.675,967603.971,915248.3334,728828.053
08027,Colorado,Custer,564762.413,564690.265,530954.48,591672.0125,169979.2012,167250.608,163326.923,139528.343
08029,Colorado,Delta,2063113.545,2182234.213,2670556.641,2694530.405,577059.8245,608840.7489,778370.9817,781934.4443
08031,Colorado,Denver,12482.735,0,5330.825,0,2783.27,0,923.45,0
08033,Colorado,Dolores,320167.5775,283694.985,315160.57,396967.5125,98311.699,88644.785,102303.165,125721.185
08035,Colorado,Douglas,798892.892,635222.593,644777.4785,639298.1065,220729.0343,177401.428,183489.8489,179565.3587
08037,Colorado,Eagle,1104073.048,1097858.655,1005657.755,807857.145,329946.071,320159.367,307443.808,228825.31
08039,Colorado,Elbert,2655219.473,2553510.766,2561715.658,2665009.376,796650.24,764073.6657,770496.5111,801891.241
08041,Colorado,El Paso,2385703.76,2263497.254,2371647.379,2318832.194,689134.5331,656328.9887,691149.3986,686136.7509
08043,Colorado,Fremont,732658.7495,832720.4005,1002640.321,886827.1555,209302.927,240026.6608,282345.9196,243129.0587
08045,Colorado,Garfield,2134226.784,2144462.327,1963612.645,2102108.938,630257.1377,629943.5357,570101.5936,627659.58
